true_stress	true_strain
136601712	0.09515222907066345
136691808	0.09524550288915634
136781920	0.09533876925706863
136717312	0.09543203562498093
136807440	0.09552528709173203
136897744	0.09561853855848312
136910512	0.09571176767349243
136923280	0.09580500423908234
136858464	0.09589821845293045
136793808	0.09599142521619797
136961568	0.09608463197946548
137129184	0.0961778312921524
137219392	0.09627100825309753
137154736	0.09636417776346207
137090080	0.0964573547244072
137180304	0.09655051678419113
137735664	0.09664366394281387
137748496	0.09673679620027542
137606208	0.09682993590831757
137696656	0.09692305326461792
137709472	0.09701617062091827
138032480	0.09710927307605743
138200336	0.09720237553119659
138058176	0.09729546308517456
138148544	0.09738853573799133
138432912	0.0974816158413887
138717344	0.09757468104362488
138885344	0.09766773134469986
138898272	0.09776077419519424
139066624	0.09785381704568863
138924112	0.09794683754444122
139247648	0.09803986549377441
139415760	0.09813287109136581
139428736	0.09822586923837662
139596896	0.09831886738538742
139609872	0.09841185808181763
139778400	0.09850482642650604
139791392	0.09859779477119446
139804384	0.09869075566530228
139817376	0.0987837016582489
139985648	0.09887664765119553
140153952	0.09896957874298096
140166976	0.09906250983476639
140180000	0.09915541857481003
140037680	0.09924831986427307
140206048	0.09934122860431671
140374752	0.09943412244319916
140387792	0.09952699393033981
140400832	0.09961986541748047
140258144	0.09971273690462112
140426912	0.09980559349060059
140439952	0.09989843517541885
140608432	0.09999126940965652
140621488	0.1000841036438942
140479072	0.1001769229769707
140647600	0.1002697423100471
140660640	0.1003625392913818
140829232	0.1004553437232971
140997840	0.10054811835289
140699808	0.1006408929824829
141024000	0.1007336676120758
141348560	0.1008264273405075
141361664	0.1009191870689392
141219168	0.1010119244456291
141543520	0.1011046543717384
141556640	0.1011973842978477
141725728	0.1012901067733765
141894544	0.101382814347744
141752016	0.1014755070209503
141765152	0.1015682071447372
142089728	0.101660892367363
142258608	0.1017535626888275
142271792	0.1018462255597115
142129232	0.1019388884305954
142142400	0.1020315289497375
142467440	0.1021241769194603
142636448	0.1022168025374413
142805456	0.1023094356060028
142818688	0.1024020463228226
142831904	0.1024946421384811
142845136	0.1025872454047203
143170432	0.1026798412203789
143183680	0.1027724221348763
143196944	0.1028649881482124
